episode_id,t_A1,t_B,t_A2,sim_A1_A2,duration_days,current_only_ap,tgn_ap,retrieval_ap,delta_tgn_current,delta_retrieval_tgn,delta_retrieval_current
Ep_1,11,12,13,0.7645990041854384,28.114212962962963,0.7124999999999999,0.6624999999999999,0.775,-0.050000000000000044,0.11250000000000016,0.06250000000000011
Ep_2,8,12,19,0.7151218414777949,112.45686342592593,0.6111111111111112,0.5711111111111111,0.7345679012345677,-0.040000000000000036,0.1634567901234566,0.12345679012345656
Ep_3,11,12,14,0.696278121818232,37.485625,0.7647058823529411,0.7147058823529411,0.8382352941176471,-0.050000000000000044,0.123529411764706,0.07352941176470595
Ep_4,10,12,13,0.6867501025403958,37.485613425925926,0.7124999999999999,0.6724999999999999,0.8375,-0.040000000000000036,0.16500000000000015,0.1250000000000001
