episode_id,ap_relevant_history,ap_distractor_B,ap_random_history,ap_dissimilar_history,gain_over_distractor,gain_over_random,gain_over_dissimilar
Ep_1,0.775,0.7124999999999999,0.737210338680927,0.7124999999999999,0.06250000000000011,0.03778966131907302,0.06250000000000011
Ep_2,0.7345679012345677,0.6481481481481481,0.6296296296296297,0.6111111111111112,0.08641975308641958,0.10493827160493807,0.12345679012345656
Ep_3,0.8382352941176471,0.8357843137254902,0.8039911498889826,0.7647058823529411,0.002450980392156854,0.03424414422866451,0.07352941176470595
Ep_4,0.8375,0.7124999999999999,0.6986064425770309,0.7124999999999999,0.1250000000000001,0.13889355742296916,0.1250000000000001
