dataset,condition,method,memory_type,history_window,T_B,seed_or_episode,AP,AUC,delta_vs_current,delta_vs_tgn
Synthetic_Hard_Benchmark,T_B=100,Current_Only,none,current_graph,100,42,0.7633904987386224,0.7518557255387953,0.0,0.16462987005798435
Synthetic_Hard_Benchmark,T_B=100,Continuous_TGN,parametric_recurrent,all_events,100,42,0.5987606286806381,0.618679244981607,-0.16462987005798435,0.0
Synthetic_Hard_Benchmark,T_B=100,TGN_NoMemory,parametric_feedforward,current_window,100,42,0.48761364706449384,0.5062620967325926,-0.2757768516741286,-0.11114698161614422
Synthetic_Hard_Benchmark,T_B=100,Historical_Retrieval,non_parametric_similarity,snapshot_cache,100,42,0.7318406220060404,0.7361207314803061,-0.03154987673258203,0.13307999332540232
Synthetic_Hard_Benchmark,T_B=100,EdgeBank_AllHistory,exact_edge_memory,all_historical_edges,100,42,0.7395905419888832,0.7081639586595887,-0.023799956749739226,0.14082991330824512
Synthetic_Hard_Benchmark,T_B=100,EdgeBank_Bounded,exact_edge_memory,regime_A_edges,100,42,0.7425347466166093,0.713076096831875,-0.02085575212201307,0.14377411793597128
Synthetic_Hard_Benchmark,T_B=100,Random_Retrieval,non_parametric_random,snapshot_cache,100,42,0.7309991413403198,0.7368040007831697,-0.03239135739830257,0.13223851265968178
Synthetic_Hard_Benchmark,T_B=100,Historical_Oracle,oracle_summary,exact_regime_A,100,42,0.7903622822158676,0.7876652853910218,0.02697178347724516,0.1916016535352295
Synthetic_Hard_Benchmark,T_B=100,Current_Only,none,current_graph,100,43,0.7635855625084486,0.7517793999328957,0.0,0.2503862982786603
Synthetic_Hard_Benchmark,T_B=100,Continuous_TGN,parametric_recurrent,all_events,100,43,0.5131992642297882,0.5208741336401712,-0.2503862982786603,0.0
Synthetic_Hard_Benchmark,T_B=100,TGN_NoMemory,parametric_feedforward,current_window,100,43,0.5190299938620335,0.5204742048821688,-0.24455556864641503,0.005830729632245291
Synthetic_Hard_Benchmark,T_B=100,Historical_Retrieval,non_parametric_similarity,snapshot_cache,100,43,0.7275817839546939,0.7315634377365299,-0.036003778553754695,0.21438251972490563
Synthetic_Hard_Benchmark,T_B=100,EdgeBank_AllHistory,exact_edge_memory,all_historical_edges,100,43,0.7395056171638503,0.7067452239185356,-0.02407994534459823,0.2263063529340621
Synthetic_Hard_Benchmark,T_B=100,EdgeBank_Bounded,exact_edge_memory,regime_A_edges,100,43,0.7420064710553325,0.7122469749600224,-0.021579091453116095,0.22880720682554423
Synthetic_Hard_Benchmark,T_B=100,Random_Retrieval,non_parametric_random,snapshot_cache,100,43,0.7306569404141136,0.7356574282703418,-0.032928622094335,0.21745767618432532
Synthetic_Hard_Benchmark,T_B=100,Historical_Oracle,oracle_summary,exact_regime_A,100,43,0.7904262252343577,0.7878496869629665,0.026840662725909126,0.27722696100456945
Synthetic_Hard_Benchmark,T_B=100,Current_Only,none,current_graph,100,44,0.762745275466741,0.7509013985168291,0.0,0.26235252969107614
Synthetic_Hard_Benchmark,T_B=100,Continuous_TGN,parametric_recurrent,all_events,100,44,0.5003927457756648,0.49982058725276973,-0.26235252969107614,0.0
Synthetic_Hard_Benchmark,T_B=100,TGN_NoMemory,parametric_feedforward,current_window,100,44,0.5304916223398398,0.5323028087018438,-0.23225365312690116,0.03009887656417498
Synthetic_Hard_Benchmark,T_B=100,Historical_Retrieval,non_parametric_similarity,snapshot_cache,100,44,0.7272259050590735,0.7320280533745451,-0.035519370407667505,0.22683315928340864
Synthetic_Hard_Benchmark,T_B=100,EdgeBank_AllHistory,exact_edge_memory,all_historical_edges,100,44,0.7394506508269989,0.7068950354552624,-0.02329462463974208,0.23905790505133406
Synthetic_Hard_Benchmark,T_B=100,EdgeBank_Bounded,exact_edge_memory,regime_A_edges,100,44,0.7417861481025139,0.7121865354771936,-0.020959127364227115,0.24139340232684903
Synthetic_Hard_Benchmark,T_B=100,Random_Retrieval,non_parametric_random,snapshot_cache,100,44,0.7306464362942156,0.7360707811131781,-0.03209883917252543,0.2302536905185507
Synthetic_Hard_Benchmark,T_B=100,Historical_Oracle,oracle_summary,exact_regime_A,100,44,0.7901356958412112,0.7876722894010231,0.02739042037447026,0.2897429500655464
Synthetic_Hard_Benchmark,T_B=100,Current_Only,none,current_graph,100,45,0.7637556131659445,0.7517973604728007,0.0,0.2546623840286668
Synthetic_Hard_Benchmark,T_B=100,Continuous_TGN,parametric_recurrent,all_events,100,45,0.5090932291372777,0.5095305449620325,-0.2546623840286668,0.0
Synthetic_Hard_Benchmark,T_B=100,TGN_NoMemory,parametric_feedforward,current_window,100,45,0.5230023813053393,0.5255676952574205,-0.24075323186060527,0.013909152168061545
Synthetic_Hard_Benchmark,T_B=100,Historical_Retrieval,non_parametric_similarity,snapshot_cache,100,45,0.7239042001260427,0.7264806527176603,-0.039851413039901806,0.214810970988765
Synthetic_Hard_Benchmark,T_B=100,EdgeBank_AllHistory,exact_edge_memory,all_historical_edges,100,45,0.7398371356214131,0.7077340731012022,-0.02391847754453147,0.23074390648413534
Synthetic_Hard_Benchmark,T_B=100,EdgeBank_Bounded,exact_edge_memory,regime_A_edges,100,45,0.7426576029276662,0.71320654473585,-0.021098010238278286,0.23356437379038852
Synthetic_Hard_Benchmark,T_B=100,Random_Retrieval,non_parametric_random,snapshot_cache,100,45,0.7312063508422151,0.7366356995569356,-0.032549262323729455,0.22211312170493736
Synthetic_Hard_Benchmark,T_B=100,Historical_Oracle,oracle_summary,exact_regime_A,100,45,0.7903848702674381,0.7876332066876381,0.026629257101493553,0.28129164113016036
Synthetic_Hard_Benchmark,T_B=100,Current_Only,none,current_graph,100,46,0.7628040075999558,0.7503432665345836,0.0,0.2524239334167315
Synthetic_Hard_Benchmark,T_B=100,Continuous_TGN,parametric_recurrent,all_events,100,46,0.5103800741832243,0.5128356723430194,-0.2524239334167315,0.0
Synthetic_Hard_Benchmark,T_B=100,TGN_NoMemory,parametric_feedforward,current_window,100,46,0.5954296233850709,0.6220556092843539,-0.16737438421488493,0.0850495492018466
Synthetic_Hard_Benchmark,T_B=100,Historical_Retrieval,non_parametric_similarity,snapshot_cache,100,46,0.7259745928833672,0.7302438121483159,-0.03682941471658863,0.2155945187001429
Synthetic_Hard_Benchmark,T_B=100,EdgeBank_AllHistory,exact_edge_memory,all_historical_edges,100,46,0.7399363339528957,0.7059853389497662,-0.022867673647060105,0.22955625976967142
Synthetic_Hard_Benchmark,T_B=100,EdgeBank_Bounded,exact_edge_memory,regime_A_edges,100,46,0.7424865151630313,0.711380239065705,-0.02031749243692449,0.23210644097980704
Synthetic_Hard_Benchmark,T_B=100,Random_Retrieval,non_parametric_random,snapshot_cache,100,46,0.7308821177788899,0.7367169882747161,-0.03192188982106592,0.2205020435956656
Synthetic_Hard_Benchmark,T_B=100,Historical_Oracle,oracle_summary,exact_regime_A,100,46,0.7900192234661337,0.7872520413307451,0.027215215866177922,0.27963914928290945
Synthetic_Hard_Benchmark,T_B=100,Current_Only,none,current_graph,100,47,0.7624756644815044,0.7510394370505018,0.0,0.1936007041634763
Synthetic_Hard_Benchmark,T_B=100,Continuous_TGN,parametric_recurrent,all_events,100,47,0.5688749603180281,0.585492589993214,-0.1936007041634763,0.0
Synthetic_Hard_Benchmark,T_B=100,TGN_NoMemory,parametric_feedforward,current_window,100,47,0.5108521241235405,0.5142625143797979,-0.25162354035796386,-0.05802283619448756
Synthetic_Hard_Benchmark,T_B=100,Historical_Retrieval,non_parametric_similarity,snapshot_cache,100,47,0.7259374522357102,0.7301701576243604,-0.03653821224579423,0.15706249191768207
Synthetic_Hard_Benchmark,T_B=100,EdgeBank_AllHistory,exact_edge_memory,all_historical_edges,100,47,0.7389631494175213,0.705411418736792,-0.023512515063983108,0.1700881890994932
Synthetic_Hard_Benchmark,T_B=100,EdgeBank_Bounded,exact_edge_memory,regime_A_edges,100,47,0.7416034540845327,0.7115878712557068,-0.020872210396971735,0.17272849376650456
Synthetic_Hard_Benchmark,T_B=100,Random_Retrieval,non_parametric_random,snapshot_cache,100,47,0.7308317030697475,0.7362748871863949,-0.03164396141175685,0.16195674275171945
Synthetic_Hard_Benchmark,T_B=100,Historical_Oracle,oracle_summary,exact_regime_A,100,47,0.7897423795517343,0.787251278618612,0.02726671507022993,0.22086741923370623
Synthetic_Hard_Benchmark,T_B=100,Current_Only,none,current_graph,100,48,0.7638968848383807,0.7515086153504275,0.0,0.2591033453568412
Synthetic_Hard_Benchmark,T_B=100,Continuous_TGN,parametric_recurrent,all_events,100,48,0.5047935394815395,0.5052644347417838,-0.2591033453568412,0.0
Synthetic_Hard_Benchmark,T_B=100,TGN_NoMemory,parametric_feedforward,current_window,100,48,0.5339021404762381,0.5466255033851927,-0.22999474436214262,0.029108600994698586
Synthetic_Hard_Benchmark,T_B=100,Historical_Retrieval,non_parametric_similarity,snapshot_cache,100,48,0.725345095440715,0.7292772556535699,-0.03855178939766568,0.22055155595917553
Synthetic_Hard_Benchmark,T_B=100,EdgeBank_AllHistory,exact_edge_memory,all_historical_edges,100,48,0.7401230725180042,0.7073623214053726,-0.023773812320376453,0.23532953303646476
Synthetic_Hard_Benchmark,T_B=100,EdgeBank_Bounded,exact_edge_memory,regime_A_edges,100,48,0.7425852656810081,0.7128681757892387,-0.021311619157372563,0.23779172619946864
Synthetic_Hard_Benchmark,T_B=100,Random_Retrieval,non_parametric_random,snapshot_cache,100,48,0.7315152717901482,0.7369170641663441,-0.032381613048232505,0.2267217323086087
Synthetic_Hard_Benchmark,T_B=100,Historical_Oracle,oracle_summary,exact_regime_A,100,48,0.7903981402522513,0.7876557801388093,0.026501255413870606,0.2856046007707118
Synthetic_Hard_Benchmark,T_B=100,Current_Only,none,current_graph,100,49,0.7639252689680747,0.7517821591458116,0.0,0.26211952956000895
Synthetic_Hard_Benchmark,T_B=100,Continuous_TGN,parametric_recurrent,all_events,100,49,0.5018057394080657,0.5022713378695748,-0.26211952956000895,0.0
Synthetic_Hard_Benchmark,T_B=100,TGN_NoMemory,parametric_feedforward,current_window,100,49,0.5422964542310992,0.5476576544273211,-0.2216288147369755,0.04049071482303346
Synthetic_Hard_Benchmark,T_B=100,Historical_Retrieval,non_parametric_similarity,snapshot_cache,100,49,0.7305157700912271,0.7353316506494272,-0.03340949887684752,0.22871003068316142
Synthetic_Hard_Benchmark,T_B=100,EdgeBank_AllHistory,exact_edge_memory,all_historical_edges,100,49,0.7391726109745794,0.70613560975767,-0.024752657993495242,0.2373668715665137
Synthetic_Hard_Benchmark,T_B=100,EdgeBank_Bounded,exact_edge_memory,regime_A_edges,100,49,0.7421232999225624,0.7125307878605941,-0.021801969045512237,0.2403175605144967
Synthetic_Hard_Benchmark,T_B=100,Random_Retrieval,non_parametric_random,snapshot_cache,100,49,0.7317741906815833,0.7372636848708393,-0.03215107828649133,0.22996845127351762
Synthetic_Hard_Benchmark,T_B=100,Historical_Oracle,oracle_summary,exact_regime_A,100,49,0.79040587890194,0.7877743437004074,0.026480609933865362,0.2886001394938743
Synthetic_Hard_Benchmark,T_B=100,Current_Only,none,current_graph,100,50,0.7642413702698763,0.7523672228714111,0.0,0.24970398667035043
Synthetic_Hard_Benchmark,T_B=100,Continuous_TGN,parametric_recurrent,all_events,100,50,0.5145373835995258,0.5142714732336177,-0.24970398667035043,0.0
Synthetic_Hard_Benchmark,T_B=100,TGN_NoMemory,parametric_feedforward,current_window,100,50,0.5640346498668882,0.5733081596493241,-0.20020672040298804,0.049497266267362394
Synthetic_Hard_Benchmark,T_B=100,Historical_Retrieval,non_parametric_similarity,snapshot_cache,100,50,0.7296226927404963,0.7344235260967645,-0.03461867752937997,0.21508530914097046
Synthetic_Hard_Benchmark,T_B=100,EdgeBank_AllHistory,exact_edge_memory,all_historical_edges,100,50,0.7402118163012466,0.7072353688367415,-0.024029553968629713,0.22567443270172072
Synthetic_Hard_Benchmark,T_B=100,EdgeBank_Bounded,exact_edge_memory,regime_A_edges,100,50,0.7429572284968342,0.7128650943370332,-0.021284141773042053,0.22841984489730838
Synthetic_Hard_Benchmark,T_B=100,Random_Retrieval,non_parametric_random,snapshot_cache,100,50,0.7326118527424472,0.7381691059844535,-0.03162951752742904,0.2180744691429214
Synthetic_Hard_Benchmark,T_B=100,Historical_Oracle,oracle_summary,exact_regime_A,100,50,0.7915483358690742,0.7881846761858693,0.027306965599197985,0.2770109522695484
Synthetic_Hard_Benchmark,T_B=100,Current_Only,none,current_graph,100,51,0.7643084815544474,0.7520116785959933,0.0,0.21215910890096112
Synthetic_Hard_Benchmark,T_B=100,Continuous_TGN,parametric_recurrent,all_events,100,51,0.5521493726534863,0.588872418200004,-0.21215910890096112,0.0
Synthetic_Hard_Benchmark,T_B=100,TGN_NoMemory,parametric_feedforward,current_window,100,51,0.521754157159273,0.5213234639972131,-0.24255432439517444,-0.030395215494213312
Synthetic_Hard_Benchmark,T_B=100,Historical_Retrieval,non_parametric_similarity,snapshot_cache,100,51,0.7254988824195869,0.7294736940671629,-0.038809599134860484,0.17334950976610064
Synthetic_Hard_Benchmark,T_B=100,EdgeBank_AllHistory,exact_edge_memory,all_historical_edges,100,51,0.7398506518559983,0.70769247095702,-0.02445782969844912,0.187701279202512
Synthetic_Hard_Benchmark,T_B=100,EdgeBank_Bounded,exact_edge_memory,regime_A_edges,100,51,0.7423304647198771,0.7130286098270201,-0.021978016834570346,0.19018109206639078
Synthetic_Hard_Benchmark,T_B=100,Random_Retrieval,non_parametric_random,snapshot_cache,100,51,0.7317825172835957,0.7374645552010268,-0.03252596427085175,0.17963314463010938
Synthetic_Hard_Benchmark,T_B=100,Historical_Oracle,oracle_summary,exact_regime_A,100,51,0.7902834689501812,0.7880776438646855,0.025974987395733784,0.2381340962966949
Synthetic_Hard_Benchmark,T_B=200,Current_Only,none,current_graph,200,42,0.7627221740459127,0.7509024629819788,0.0,0.2612616542858307
Synthetic_Hard_Benchmark,T_B=200,Continuous_TGN,parametric_recurrent,all_events,200,42,0.501460519760082,0.5018013758201769,-0.2612616542858307,0.0
Synthetic_Hard_Benchmark,T_B=200,TGN_NoMemory,parametric_feedforward,current_window,200,42,0.5013849460875661,0.5019666454092128,-0.2613372279583466,-7.557367251587177e-05
Synthetic_Hard_Benchmark,T_B=200,Historical_Retrieval,non_parametric_similarity,snapshot_cache,200,42,0.7208704104198959,0.7243083071890364,-0.041851763626016836,0.21940989065981387
Synthetic_Hard_Benchmark,T_B=200,EdgeBank_AllHistory,exact_edge_memory,all_historical_edges,200,42,0.738734420708786,0.706536885099218,-0.02398775333712666,0.23727390094870404
Synthetic_Hard_Benchmark,T_B=200,EdgeBank_Bounded,exact_edge_memory,regime_A_edges,200,42,0.7412818590823026,0.7120128688274212,-0.021440314963610096,0.2398213393222206
Synthetic_Hard_Benchmark,T_B=200,Random_Retrieval,non_parametric_random,snapshot_cache,200,42,0.718422216827304,0.721553535167983,-0.04429995721860869,0.21696169706722201
Synthetic_Hard_Benchmark,T_B=200,Historical_Oracle,oracle_summary,exact_regime_A,200,42,0.7895968705069933,0.7874091716800313,0.02687469646108065,0.28813635074691135
Synthetic_Hard_Benchmark,T_B=200,Current_Only,none,current_graph,200,43,0.7643512596276648,0.752432184201627,0.0,0.25894369910663984
Synthetic_Hard_Benchmark,T_B=200,Continuous_TGN,parametric_recurrent,all_events,200,43,0.505407560521025,0.5053487439157344,-0.25894369910663984,0.0
Synthetic_Hard_Benchmark,T_B=200,TGN_NoMemory,parametric_feedforward,current_window,200,43,0.503695478225086,0.5060108414552311,-0.26065578140257883,-0.0017120822959389992
Synthetic_Hard_Benchmark,T_B=200,Historical_Retrieval,non_parametric_similarity,snapshot_cache,200,43,0.7206027102130969,0.7226105265157267,-0.04374854941456796,0.21519514969207187
Synthetic_Hard_Benchmark,T_B=200,EdgeBank_AllHistory,exact_edge_memory,all_historical_edges,200,43,0.7402102702366696,0.7071184614909406,-0.024140989390995182,0.23480270971564465
Synthetic_Hard_Benchmark,T_B=200,EdgeBank_Bounded,exact_edge_memory,regime_A_edges,200,43,0.7428044091808457,0.7126015198351676,-0.021546850446819144,0.2373968486598207
Synthetic_Hard_Benchmark,T_B=200,Random_Retrieval,non_parametric_random,snapshot_cache,200,43,0.7192718320763387,0.7228252452929739,-0.0450794275513261,0.21386427155531373
Synthetic_Hard_Benchmark,T_B=200,Historical_Oracle,oracle_summary,exact_regime_A,200,43,0.7910271065144082,0.7885917232085534,0.026675846886743404,0.28561954599338324
Synthetic_Hard_Benchmark,T_B=200,Current_Only,none,current_graph,200,44,0.7634961130285709,0.7513458434645811,0.0,0.2594297875787107
Synthetic_Hard_Benchmark,T_B=200,Continuous_TGN,parametric_recurrent,all_events,200,44,0.5040663254498602,0.5064809823712154,-0.2594297875787107,0.0
Synthetic_Hard_Benchmark,T_B=200,TGN_NoMemory,parametric_feedforward,current_window,200,44,0.5039560002245543,0.5046346376439748,-0.25954011280401657,-0.00011032522530585176
Synthetic_Hard_Benchmark,T_B=200,Historical_Retrieval,non_parametric_similarity,snapshot_cache,200,44,0.7198247396885432,0.7228381161153191,-0.043671373340027686,0.21575841423868303
Synthetic_Hard_Benchmark,T_B=200,EdgeBank_AllHistory,exact_edge_memory,all_historical_edges,200,44,0.7388972587367144,0.7058680662088261,-0.024598854291856487,0.23483093328685423
Synthetic_Hard_Benchmark,T_B=200,EdgeBank_Bounded,exact_edge_memory,regime_A_edges,200,44,0.740930075162848,0.7111965852653864,-0.022566037865722866,0.23686374971298785
Synthetic_Hard_Benchmark,T_B=200,Random_Retrieval,non_parametric_random,snapshot_cache,200,44,0.7200208479735533,0.7224763199329179,-0.04347526505501764,0.21595452252369307
Synthetic_Hard_Benchmark,T_B=200,Historical_Oracle,oracle_summary,exact_regime_A,200,44,0.7904198767405326,0.7877497426926905,0.0269237637119617,0.2863535512906724
Synthetic_Hard_Benchmark,T_B=200,Current_Only,none,current_graph,200,45,0.7634851900358886,0.7514012404912418,0.0,0.2600668789227666
Synthetic_Hard_Benchmark,T_B=200,Continuous_TGN,parametric_recurrent,all_events,200,45,0.503418311113122,0.5024573014249861,-0.2600668789227666,0.0
Synthetic_Hard_Benchmark,T_B=200,TGN_NoMemory,parametric_feedforward,current_window,200,45,0.5027838402121548,0.5024737412311108,-0.2607013498237337,-0.0006344709009671323
Synthetic_Hard_Benchmark,T_B=200,Historical_Retrieval,non_parametric_similarity,snapshot_cache,200,45,0.715950642636965,0.7169158911934379,-0.0475345473989236,0.212532331523843
Synthetic_Hard_Benchmark,T_B=200,EdgeBank_AllHistory,exact_edge_memory,all_historical_edges,200,45,0.7391429730580377,0.7063100165658533,-0.024342216977850883,0.2357246619449157
Synthetic_Hard_Benchmark,T_B=200,EdgeBank_Bounded,exact_edge_memory,regime_A_edges,200,45,0.741966002120268,0.7124493087489874,-0.021519187915620575,0.238547691007146
Synthetic_Hard_Benchmark,T_B=200,Random_Retrieval,non_parametric_random,snapshot_cache,200,45,0.7187379250878058,0.7215435223827512,-0.04474726494808279,0.2153196139746838
Synthetic_Hard_Benchmark,T_B=200,Historical_Oracle,oracle_summary,exact_regime_A,200,45,0.789662832532373,0.7873237079103126,0.026177642496484466,0.28624452141925105
Synthetic_Hard_Benchmark,T_B=200,Current_Only,none,current_graph,200,46,0.7632222202582891,0.7505655241924013,0.0,0.26127170195719074
Synthetic_Hard_Benchmark,T_B=200,Continuous_TGN,parametric_recurrent,all_events,200,46,0.5019505183010984,0.5024429423338891,-0.26127170195719074,0.0
Synthetic_Hard_Benchmark,T_B=200,TGN_NoMemory,parametric_feedforward,current_window,200,46,0.5002334487668763,0.5019297822125096,-0.26298877149141286,-0.0017170695342221265
Synthetic_Hard_Benchmark,T_B=200,Historical_Retrieval,non_parametric_similarity,snapshot_cache,200,46,0.719201255676716,0.7206410361434324,-0.04402096458157312,0.21725073737561762
Synthetic_Hard_Benchmark,T_B=200,EdgeBank_AllHistory,exact_edge_memory,all_historical_edges,200,46,0.7399099068325713,0.70706472950169,-0.023312313425717823,0.23795938853147292
Synthetic_Hard_Benchmark,T_B=200,EdgeBank_Bounded,exact_edge_memory,regime_A_edges,200,46,0.742763726018028,0.7122036307570666,-0.020458494240261138,0.2408132077169296
Synthetic_Hard_Benchmark,T_B=200,Random_Retrieval,non_parametric_random,snapshot_cache,200,46,0.7203362964123556,0.7221504863251939,-0.04288592384593348,0.21838577811125726
Synthetic_Hard_Benchmark,T_B=200,Historical_Oracle,oracle_summary,exact_regime_A,200,46,0.7904610446357481,0.7869975091712982,0.027238824377458948,0.2885105263346497
Synthetic_Hard_Benchmark,T_B=200,Current_Only,none,current_graph,200,47,0.7640379571509038,0.7521800043590302,0.0,0.26237672446562565
Synthetic_Hard_Benchmark,T_B=200,Continuous_TGN,parametric_recurrent,all_events,200,47,0.5016612326852782,0.5018035663233604,-0.26237672446562565,0.0
Synthetic_Hard_Benchmark,T_B=200,TGN_NoMemory,parametric_feedforward,current_window,200,47,0.5033603128608755,0.5043126137885716,-0.2606776442900284,0.0016990801755972784
Synthetic_Hard_Benchmark,T_B=200,Historical_Retrieval,non_parametric_similarity,snapshot_cache,200,47,0.7160097390994216,0.7175983951793359,-0.048028218051482274,0.21434850641414338
Synthetic_Hard_Benchmark,T_B=200,EdgeBank_AllHistory,exact_edge_memory,all_historical_edges,200,47,0.7397236475859823,0.7071736751207229,-0.024314309564921532,0.23806241490070412
Synthetic_Hard_Benchmark,T_B=200,EdgeBank_Bounded,exact_edge_memory,regime_A_edges,200,47,0.7421200531139529,0.7130257180660604,-0.02191790403695093,0.24045882042867472
Synthetic_Hard_Benchmark,T_B=200,Random_Retrieval,non_parametric_random,snapshot_cache,200,47,0.719647642415168,0.7224412872276509,-0.04439031473573585,0.2179864097298898
Synthetic_Hard_Benchmark,T_B=200,Historical_Oracle,oracle_summary,exact_regime_A,200,47,0.7906326968482399,0.7881878770746817,0.026594739697336056,0.2889714641629617
Synthetic_Hard_Benchmark,T_B=200,Current_Only,none,current_graph,200,48,0.7635797036381338,0.7510141811335924,0.0,0.26144131444794017
Synthetic_Hard_Benchmark,T_B=200,Continuous_TGN,parametric_recurrent,all_events,200,48,0.5021383891901936,0.5026448644154724,-0.26144131444794017,0.0
Synthetic_Hard_Benchmark,T_B=200,TGN_NoMemory,parametric_feedforward,current_window,200,48,0.5034590548656783,0.5049145400909366,-0.26012064877245544,0.0013206656754847224
Synthetic_Hard_Benchmark,T_B=200,Historical_Retrieval,non_parametric_similarity,snapshot_cache,200,48,0.7189786420320239,0.7196357432585451,-0.04460106160610988,0.21684025284183028
Synthetic_Hard_Benchmark,T_B=200,EdgeBank_AllHistory,exact_edge_memory,all_historical_edges,200,48,0.7392971849234259,0.7065239020896963,-0.02428251871470788,0.23715879573323229
Synthetic_Hard_Benchmark,T_B=200,EdgeBank_Bounded,exact_edge_memory,regime_A_edges,200,48,0.742035218489072,0.7117486114690748,-0.02154448514906182,0.23989682929887834
Synthetic_Hard_Benchmark,T_B=200,Random_Retrieval,non_parametric_random,snapshot_cache,200,48,0.7202989146484104,0.7229234292768841,-0.04328078898972332,0.21816052545821685
Synthetic_Hard_Benchmark,T_B=200,Historical_Oracle,oracle_summary,exact_regime_A,200,48,0.7902631687053627,0.7873814678689408,0.026683465067228962,0.2881247795151691
Synthetic_Hard_Benchmark,T_B=200,Current_Only,none,current_graph,200,49,0.7641861653786972,0.7518651667684965,0.0,0.2622116255648864
Synthetic_Hard_Benchmark,T_B=200,Continuous_TGN,parametric_recurrent,all_events,200,49,0.5019745398138108,0.502471299246068,-0.2622116255648864,0.0
Synthetic_Hard_Benchmark,T_B=200,TGN_NoMemory,parametric_feedforward,current_window,200,49,0.5036303337922302,0.5045272026181711,-0.260555831586467,0.0016557939784194176
Synthetic_Hard_Benchmark,T_B=200,Historical_Retrieval,non_parametric_similarity,snapshot_cache,200,49,0.7233903592185393,0.7263642463346744,-0.04079580616015788,0.22141581940472854
Synthetic_Hard_Benchmark,T_B=200,EdgeBank_AllHistory,exact_edge_memory,all_historical_edges,200,49,0.7402441131062114,0.7073360231460682,-0.023942052272485803,0.23826957329240062
Synthetic_Hard_Benchmark,T_B=200,EdgeBank_Bounded,exact_edge_memory,regime_A_edges,200,49,0.7428315283375527,0.7128593205006147,-0.021354637041144486,0.24085698852374193
Synthetic_Hard_Benchmark,T_B=200,Random_Retrieval,non_parametric_random,snapshot_cache,200,49,0.7190627815648711,0.7209653776670335,-0.04512338381382608,0.21708824175106034
Synthetic_Hard_Benchmark,T_B=200,Historical_Oracle,oracle_summary,exact_regime_A,200,49,0.79122428362938,0.788117696702999,0.027038118250682808,0.2892497438155692
Synthetic_Hard_Benchmark,T_B=200,Current_Only,none,current_graph,200,50,0.764379981081582,0.7526190158662697,0.0,0.26093459250939677
Synthetic_Hard_Benchmark,T_B=200,Continuous_TGN,parametric_recurrent,all_events,200,50,0.5034453885721852,0.505161623291329,-0.26093459250939677,0.0
Synthetic_Hard_Benchmark,T_B=200,TGN_NoMemory,parametric_feedforward,current_window,200,50,0.504086091508176,0.5039181388067311,-0.26029388957340605,0.0006407029359907224
Synthetic_Hard_Benchmark,T_B=200,Historical_Retrieval,non_parametric_similarity,snapshot_cache,200,50,0.7200551401644324,0.7222416547544772,-0.04432484091714961,0.21660975159224716
Synthetic_Hard_Benchmark,T_B=200,EdgeBank_AllHistory,exact_edge_memory,all_historical_edges,200,50,0.7410793207741768,0.7096829525288486,-0.023300660307405185,0.23763393220199158
Synthetic_Hard_Benchmark,T_B=200,EdgeBank_Bounded,exact_edge_memory,regime_A_edges,200,50,0.7435070177455476,0.7157210299076514,-0.02087296333603439,0.24006162917336238
Synthetic_Hard_Benchmark,T_B=200,Random_Retrieval,non_parametric_random,snapshot_cache,200,50,0.7200532172525853,0.7224847333602631,-0.044326763828996696,0.21660782868040007
Synthetic_Hard_Benchmark,T_B=200,Historical_Oracle,oracle_summary,exact_regime_A,200,50,0.7908176169759885,0.7884990589427044,0.026437635894406508,0.2873722284038033
Synthetic_Hard_Benchmark,T_B=200,Current_Only,none,current_graph,200,51,0.7649177502679898,0.7526519617935639,0.0,0.26263388361094764
Synthetic_Hard_Benchmark,T_B=200,Continuous_TGN,parametric_recurrent,all_events,200,51,0.5022838666570422,0.5035025493056021,-0.26263388361094764,0.0
Synthetic_Hard_Benchmark,T_B=200,TGN_NoMemory,parametric_feedforward,current_window,200,51,0.5057837797808491,0.5073585992719734,-0.2591339704871407,0.0034999131238069303
Synthetic_Hard_Benchmark,T_B=200,Historical_Retrieval,non_parametric_similarity,snapshot_cache,200,51,0.7224896928391846,0.724681681464936,-0.04242805742880518,0.22020582618214246
Synthetic_Hard_Benchmark,T_B=200,EdgeBank_AllHistory,exact_edge_memory,all_historical_edges,200,51,0.7407182925582547,0.7079729105638507,-0.024199457709735084,0.23843442590121255
Synthetic_Hard_Benchmark,T_B=200,EdgeBank_Bounded,exact_edge_memory,regime_A_edges,200,51,0.7434382673106696,0.7137803053863361,-0.021479482957320162,0.24115440065362748
Synthetic_Hard_Benchmark,T_B=200,Random_Retrieval,non_parametric_random,snapshot_cache,200,51,0.7205712549601762,0.7235645447659167,-0.04434649530781365,0.218287388303134
Synthetic_Hard_Benchmark,T_B=200,Historical_Oracle,oracle_summary,exact_regime_A,200,51,0.7909469515179745,0.7882137036882835,0.026029201249984646,0.2886630848609323
SNAP_CollegeMsg,Episode_1_(W11->W12->W13),Current_Only,none,current_window,1,1,0.7124999999999999,0.7125,0.0,0.050000000000000044
SNAP_CollegeMsg,Episode_1_(W11->W12->W13),Continuous_TGN,parametric_recurrent,all_events,1,1,0.6624999999999999,0.52,-0.050000000000000044,0.0
SNAP_CollegeMsg,Episode_1_(W11->W12->W13),TGN_NoMemory,parametric_feedforward,current_window,1,1,0.7124999999999999,0.7125,0.0,0.050000000000000044
