condition,seed,edge_jaccard_overlap,method,AP,delta_vs_current,delta_vs_edgebank
Condition_B_Structural_Recurrence,51,0.9892530657748049,EdgeBank_AllHistory,0.5846213719335644,-0.04007601502294178,-0.001348921605993536
Condition_B_Structural_Recurrence,51,0.9892530657748049,EdgeBank_Bounded,0.585970293539558,-0.038727093416948244,0.0
Condition_B_Structural_Recurrence,51,0.9892530657748049,Historical_Retrieval,0.6209268260696237,-0.0037705608868825458,0.0349565325300657
Condition_B_Structural_Recurrence,51,0.9892530657748049,Random_Retrieval,0.6229721694703236,-0.0017252174861825953,0.03700187593076565
Condition_B_Structural_Recurrence,51,0.9892530657748049,Historical_Oracle,0.6628644528537098,0.038167065897203534,0.07689415931415178
Control_Non_Recurrent_A_B_C,42,0.9519421699649718,Current_Only,0.7649225105143113,0.0,0.028946376073512137
Control_Non_Recurrent_A_B_C,42,0.9519421699649718,Continuous_TGN,0.4994815956331446,-0.26544091488116667,-0.23649453880765453
Control_Non_Recurrent_A_B_C,42,0.9519421699649718,EdgeBank_AllHistory,0.7400343188444285,-0.024888191669882764,0.004058184403629372
Control_Non_Recurrent_A_B_C,42,0.9519421699649718,EdgeBank_Bounded,0.7359761344407991,-0.028946376073512137,0.0
Control_Non_Recurrent_A_B_C,42,0.9519421699649718,Historical_Retrieval,0.7048982225804128,-0.06002428793389847,-0.03107791186038633
Control_Non_Recurrent_A_B_C,42,0.9519421699649718,Random_Retrieval,0.7046867978353796,-0.060235712678931685,-0.03128933660541955
Control_Non_Recurrent_A_B_C,42,0.9519421699649718,Historical_Oracle,0.7399917893714338,-0.02493072114287742,0.004015654930634716
Control_Non_Recurrent_A_B_C,43,0.9529291036452059,Current_Only,0.7629471030015333,0.0,0.028269173187910668
Control_Non_Recurrent_A_B_C,43,0.9529291036452059,Continuous_TGN,0.5002825715655352,-0.2626645314359981,-0.23439535824808744
Control_Non_Recurrent_A_B_C,43,0.9529291036452059,EdgeBank_AllHistory,0.7391990358182134,-0.0237480671833199,0.004521106004590769
Control_Non_Recurrent_A_B_C,43,0.9529291036452059,EdgeBank_Bounded,0.7346779298136227,-0.028269173187910668,0.0
Control_Non_Recurrent_A_B_C,43,0.9529291036452059,Historical_Retrieval,0.7040992636302166,-0.05884783937131677,-0.0305786661834061
Control_Non_Recurrent_A_B_C,43,0.9529291036452059,Random_Retrieval,0.7023165779027563,-0.06063052509877709,-0.03236135191086642
Control_Non_Recurrent_A_B_C,43,0.9529291036452059,Historical_Oracle,0.7388462191610196,-0.024100883840513787,0.004168289347396881
Control_Non_Recurrent_A_B_C,44,0.9527687296416938,Current_Only,0.7646055620727401,0.0,0.028014133703666122
Control_Non_Recurrent_A_B_C,44,0.9527687296416938,Continuous_TGN,0.5007787714290328,-0.2638267906437073,-0.23581265694004117
Control_Non_Recurrent_A_B_C,44,0.9527687296416938,EdgeBank_AllHistory,0.7395952753541032,-0.02501028671863692,0.0030038469850292016
Control_Non_Recurrent_A_B_C,44,0.9527687296416938,EdgeBank_Bounded,0.736591428369074,-0.028014133703666122,0.0
Control_Non_Recurrent_A_B_C,44,0.9527687296416938,Historical_Retrieval,0.7037421194425595,-0.06086344263018062,-0.0328493089265145
Control_Non_Recurrent_A_B_C,44,0.9527687296416938,Random_Retrieval,0.7039468876128477,-0.06065867445989237,-0.03264454075622625
Control_Non_Recurrent_A_B_C,44,0.9527687296416938,Historical_Oracle,0.7399218518792625,-0.024683710193477593,0.0033304235101885293
Control_Non_Recurrent_A_B_C,45,0.9535355788534463,Current_Only,0.7646945840127609,0.0,0.02836850417546355
Control_Non_Recurrent_A_B_C,45,0.9535355788534463,Continuous_TGN,0.5003455912085137,-0.2643489928042472,-0.23598048862878362
Control_Non_Recurrent_A_B_C,45,0.9535355788534463,EdgeBank_AllHistory,0.7399110432656144,-0.024783540747146504,0.003584963428317045
Control_Non_Recurrent_A_B_C,45,0.9535355788534463,EdgeBank_Bounded,0.7363260798372974,-0.02836850417546355,0.0
Control_Non_Recurrent_A_B_C,45,0.9535355788534463,Historical_Retrieval,0.7058790401224342,-0.05881554389032673,-0.030447039714863178
Control_Non_Recurrent_A_B_C,45,0.9535355788534463,Random_Retrieval,0.7047320009625939,-0.059962583050166995,-0.031594078874703446
Control_Non_Recurrent_A_B_C,45,0.9535355788534463,Historical_Oracle,0.7401232610064362,-0.024571323006324697,0.0037971811691388524
Control_Non_Recurrent_A_B_C,46,0.9545525534905513,Current_Only,0.7636533119433712,0.0,0.028943944775301156
Control_Non_Recurrent_A_B_C,46,0.9545525534905513,Continuous_TGN,0.5001018202755012,-0.26355149166786995,-0.2346075468925688
Control_Non_Recurrent_A_B_C,46,0.9545525534905513,EdgeBank_AllHistory,0.7395666301819679,-0.024086681761403272,0.004857263013897883
Control_Non_Recurrent_A_B_C,46,0.9545525534905513,EdgeBank_Bounded,0.73470936716807,-0.028943944775301156,0.0
