experiment,seed,memory_dim,T_B,model,condition,AP,AUC,precision,recall,recovery_latency,HR,HG,MH,AP_t0,AP_t10,AP_t25,AP_t50,AP_t100,parameter_count,learning_rate,epochs
phase2_1_capacity_grid,43,128,100,TGN,dm_128_tb_100,0.5182972694923105,0.5197566052773122,0.5075022767827394,0.6132372150449129,100,-48170271.98117403,-0.4817027305076893,-0.4817027305076893,0.5391934594269974,0.5203014190108393,0.5180246094640312,0.5226133799145457,0.5245822043088361,104865,0.005,15
phase2_1_capacity_grid,44,128,100,TGN,dm_128_tb_100,0.5016214265607877,0.5020335753741215,0.5019821215660879,0.36989004667051684,100,-49837857.34392123,-0.4983785734392123,-0.4983785734392123,0.5089049587919933,0.5025390668284648,0.5137955318011285,0.5123008349060826,0.49841132603860505,104865,0.005,15
phase2_1_capacity_grid,45,128,100,TGN,dm_128_tb_100,0.5147539564417123,0.5155515177709193,0.5014071415359617,0.9529370669823033,100,-48524604.35582877,-0.4852460435582877,-0.4852460435582877,0.5138516870544789,0.5154187359093192,0.5158673444954045,0.5150355510599604,0.5063880966600207,104865,0.005,15
phase2_1_capacity_grid,46,128,100,TGN,dm_128_tb_100,0.5010466682274467,0.5015504980269051,0.503090312815338,0.01778123530211605,100,-49895334.28515433,-0.4989533317725535,-0.4989533317725535,0.5094806531948792,0.501041424933879,0.4936336428162429,0.4917708442008382,0.49976370947920273,104865,0.005,15
phase2_1_capacity_grid,42,128,200,TGN,dm_128_tb_200,0.5009646285862576,0.5011944459305072,0.5125100887812752,0.01699701548468261,100,-49903537.141374245,-0.49903537141374243,-0.49903537141374243,0.5011026898938107,0.5028655951624442,0.5062835884808986,0.49465133904789016,0.49960943397960356,104865,0.005,15
phase2_1_capacity_grid,43,128,200,TGN,dm_128_tb_200,0.5010822691789665,0.5007219937853313,0.500172390929585,0.2106425945037909,100,-49891772.52819339,-0.4989177308210334,-0.4989177308210334,0.5093168712587117,0.5037834653495163,0.5108813139475042,0.49140743073438076,0.4981489322871655,104865,0.005,15
phase2_1_capacity_grid,44,128,200,TGN,dm_128_tb_200,0.501497149380718,0.5010350483584729,0.5000083583247242,0.999766025576747,100,-49850284.50847885,-0.4985028506192819,-0.4985028506192819,0.5086642435279052,0.5013696616581673,0.49861856755052864,0.5068747746439252,0.49936302413926065,104865,0.005,15
phase2_1_capacity_grid,45,128,200,TGN,dm_128_tb_200,0.5032092098310288,0.5042966481757803,0.503658835585005,0.3581925728541665,100,-49679079.01689712,-0.4967907901689712,-0.4967907901689712,0.5579948033367753,0.500344993645609,0.5004422731830519,0.5096845939237937,0.5034385145451535,104865,0.005,15
phase2_1_capacity_grid,46,128,200,TGN,dm_128_tb_200,0.5003896710908577,0.4997689203507163,0.5012889067958051,0.2851640208814537,100,-49961032.890914224,-0.49961032890914225,-0.49961032890914225,0.5020850695917486,0.5041908321155951,0.5050799621628427,0.49023626068279846,0.4909011934061565,104865,0.005,15
phase2_1_capacity_grid,42,256,10,TGN,dm_256_tb_10,0.5018024716734766,0.5013782614328803,0.5008819600086687,0.4071962854428432,100,-49819751.72643161,-0.4981975283265232,-0.4981975283265232,0.49978166330223767,0.501472161459177,0.5013603026016307,0.50669653101189,0.497231289658258,289953,0.005,15
phase2_1_capacity_grid,43,256,10,TGN,dm_256_tb_10,0.5062629042455711,0.5040528727263276,0.500360676962915,0.964265982284482,100,-49373709.57544289,-0.4937370957544289,-0.4937370957544289,0.5105151932498508,0.5048192985178208,0.5029277231854711,0.5049255668265188,0.513115589481336,289953,0.005,15
phase2_1_capacity_grid,44,256,10,TGN,dm_256_tb_10,0.5025296599375089,0.5028125287073701,0.5032972807286421,0.12801527210679783,100,-49747034.006249115,-0.49747034006249113,-0.49747034006249113,0.5029037675538569,0.5134538289898829,0.5038851493059842,0.4988162924215599,0.5149527697328949,289953,0.005,15
phase2_1_capacity_grid,45,256,10,TGN,dm_256_tb_10,0.5022839351908502,0.501817228068937,0.5003781011566018,0.9191610234765613,100,-49771606.48091497,-0.49771606480914976,-0.49771606480914976,0.4984478670491821,0.5024136264062738,0.5028487496468199,0.5001153901957345,0.5102940833871349,289953,0.005,15
phase2_1_capacity_grid,46,256,10,TGN,dm_256_tb_10,0.5009565336183477,0.5017018962574417,0.5000122795540959,0.9998191927962838,100,-49904346.63816523,-0.4990434663816523,-0.4990434663816523,0.5032025180074955,0.5042593671061832,0.5116232686176052,0.4954772869412971,0.49559138577068607,289953,0.005,15
phase2_1_capacity_grid,42,256,25,TGN,dm_256_tb_25,0.5782123619817496,0.5830681388406257,0.5314887135012625,0.7380236484603983,2,-42178763.80182504,-0.42178763801825037,-0.42178763801825037,0.5533701437130947,0.585070120637321,0.5736022890980532,0.5825886721074788,0.5899032408721465,289953,0.005,15
phase2_1_capacity_grid,43,256,25,TGN,dm_256_tb_25,0.503765364761217,0.5024055844427534,0.5000351107549258,0.9998150191109774,100,-49623463.5238783,-0.496234635238783,-0.496234635238783,0.5032435175121716,0.5062348319964649,0.508594935217741,0.50644528734242,0.5053810266930696,289953,0.005,15
phase2_1_capacity_grid,44,256,25,TGN,dm_256_tb_25,0.5009853448123306,0.5015732275490926,0.5010731278822926,0.3813570086710033,100,-49901465.51876694,-0.4990146551876694,-0.4990146551876694,0.4940561085589911,0.5097388419218445,0.4955732602590145,0.5023709601455965,0.5098845747056038,289953,0.005,15
phase2_1_capacity_grid,45,256,25,TGN,dm_256_tb_25,0.5016720257059939,0.5015916605884886,0.5059471651575633,0.13896496627215374,100,-49832797.42940061,-0.4983279742940061,-0.4983279742940061,0.5031518491821326,0.5043348871955101,0.4921036196314489,0.5030449173365052,0.5086650125626471,289953,0.005,15
phase2_1_capacity_grid,46,256,25,TGN,dm_256_tb_25,0.500505335154074,0.4997488194081886,0.49881926066976034,0.1487141892888593,100,-49949466.484592594,-0.499494664845926,-0.499494664845926,0.5025073139712417,0.5047819378275966,0.5004630592081237,0.4944620419345987,0.5026360958955459,289953,0.005,15
phase2_1_capacity_grid,42,256,50,TGN,dm_256_tb_50,0.5007090700103862,0.5007143342990671,0.0,0.0,100,-49929092.998961374,-0.4992909299896138,-0.4992909299896138,0.5142961712665167,0.5006734152955254,0.5065639602627762,0.5113995773754575,0.498376846590037,289953,0.005,15
phase2_1_capacity_grid,43,256,50,TGN,dm_256_tb_50,0.4996570336707306,0.500052658727018,0.0,0.0,100,-50034297.74391154,-0.5003429663292696,-0.5003429663292696,0.5072352288978506,0.49978802761560304,0.5047117469151465,0.5051912269059504,0.5003055317553704,289953,0.005,15
phase2_1_capacity_grid,44,256,50,TGN,dm_256_tb_50,0.5010788802589994,0.500734488488398,0.0,0.0,100,-49892111.97410006,-0.4989211197410006,-0.4989211197410006,0.5111209630044897,0.5025098013719959,0.5018218139697136,0.5004369157944227,0.5011127361967018,289953,0.005,15
phase2_1_capacity_grid,45,256,50,TGN,dm_256_tb_50,0.4984637986808761,0.4996743322488731,0.0,0.0,100,-50153619.57509535,-0.5015362013191238,-0.5015362013191238,0.49882243139165655,0.49563923455295483,0.5003591264112095,0.490860793982269,0.49930683190384495,289953,0.005,15
phase2_1_capacity_grid,46,256,50,TGN,dm_256_tb_50,0.5005422379891652,0.5011283774776893,0.5037993360383622,0.01523901759772921,100,-49945776.20108348,-0.4994577620108348,-0.4994577620108348,0.5011797997175993,0.5011395934203641,0.5032938850686111,0.4992922734482381,0.4954244613594203,289953,0.005,15
phase2_1_capacity_grid,42,256,100,TGN,dm_256_tb_100,0.4995302961815165,0.5004103432368219,0.0,0.0,100,-50046970.38184835,-0.5004697038184835,-0.5004697038184835,0.5059123738038757,0.5057982208061732,0.5042414854493378,0.5023879724838278,0.5002772732571068,289953,0.005,15
phase2_1_capacity_grid,43,256,100,TGN,dm_256_tb_100,0.5017305680982636,0.5017610553259253,0.5016734381584815,0.5484938088251082,100,-49826942.08379325,-0.4982694319017362,-0.4982694319017362,0.5053575205661762,0.5095502202354372,0.49680592230637194,0.5025312946320145,0.49781598179168873,289953,0.005,15
phase2_1_capacity_grid,44,256,100,TGN,dm_256_tb_100,0.500420787788338,0.5007251093222205,0.4853358561967833,0.002287814156351806,100,-49957921.2211662,-0.499579212211662,-0.499579212211662,0.5008522325056181,0.4985482197847479,0.5050455233501037,0.5059706619268002,0.4938342615593997,289953,0.005,15
phase2_1_capacity_grid,45,256,100,TGN,dm_256_tb_100,0.502077662745853,0.500745806551422,0.5008424519484483,0.35051684013331497,100,-49792233.7254147,-0.49792233725414703,-0.49792233725414703,0.5000875767573214,0.5035035819844174,0.503231484489643,0.5045436579780407,0.49541454800072227,289953,0.005,15
phase2_1_capacity_grid,46,256,100,TGN,dm_256_tb_100,0.4992451654401575,0.4992602228362336,0.4934837580237308,0.005655132751845107,100,-50075484.56788339,-0.5007548345598427,-0.5007548345598427,0.5026135427369723,0.4891962314027566,0.4949773967422869,0.48907641484897263,0.5031057438396548,289953,0.005,15
phase2_1_capacity_grid,42,256,200,TGN,dm_256_tb_200,0.5047381699743169,0.5061134206295219,0.5028442325935312,0.3346092247844145,100,-49526183.00256831,-0.49526183002568314,-0.49526183002568314,0.565528789969631,0.5122575889574476,0.5063338631552081,0.4963743652394683,0.5082870740531187,289953,0.005,15
phase2_1_capacity_grid,43,256,200,TGN,dm_256_tb_200,0.5009268468050017,0.500272548814996,0.4444444444444444,2.680641745633905e-05,100,-49907314.76541732,-0.49907315319499823,-0.49907315319499823,0.5048916353128636,0.5002422387392503,0.5077346024073829,0.5045926783948473,0.49708542848866577,289953,0.005,15
phase2_1_capacity_grid,44,256,200,TGN,dm_256_tb_200,0.4999518685064337,0.4996483357422444,0.49961749135530464,0.03638190865192851,100,-50004812.59419168,-0.5000481314935662,-0.5000481314935662,0.5090993943351295,0.4953436013480883,0.502976507863518,0.5034311471759889,0.4935248619730046,289953,0.005,15
phase2_1_capacity_grid,45,256,200,TGN,dm_256_tb_200,0.5014456218016203,0.5020397811550136,0.5001179192932611,0.8058913737447801,100,-49855437.819837965,-0.49855437819837967,-0.49855437819837967,0.5050469093188104,0.5027904792254388,0.5007680432985309,0.5077801794670717,0.4967852843459787,289953,0.005,15
phase2_1_capacity_grid,46,256,200,TGN,dm_256_tb_200,0.5006146335456512,0.5004713196427041,0.49998959559223044,0.9624071527434723,100,-49938536.64543488,-0.49938536645434883,-0.49938536645434883,0.5057969942700358,0.5128067071581152,0.4961300376182619,0.49005144139872514,0.4938500863736646,289953,0.005,15
